id,name,campaign_id,status,effective_status,delivery.status,delivery.substatuses,optimization_goal,bid_strategy,daily_budget,lifetime_budget,start_time,created_time,updated_time,attribution_setting,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,landing_page_view,results,results_value,cost_per_result.value,actions:omni_purchase,omni_purchase_values,purchase_roas,end_time,results.indicator,results.value
23854465452920689,Público amplo - Sábado - Remarketing 365 Dias Instagram/Facebook,23854465452890689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$680,94 BRL",2023-06-01T22:32:54-0300,2023-06-01T22:32:54-0300,2023-06-10T20:25:15-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854465452910689,Público amplo - Terça - Remarketing 365 Dias Instagram/Facebook,23854465452890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$1.187,19 BRL",2023-06-01T22:37:27-0300,2023-06-01T22:37:27-0300,2023-06-10T20:31:12-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854465452860689,Público amplo - Domingo - Remarketing 365 Dias Instagram/Facebook,23854465452890689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T22:34:58-0300,2023-06-01T22:34:58-0300,2023-06-10T20:23:25-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854465452840689,Público amplo - Sexta - Remarketing 365 Dias Instagram/Facebook,23854465452890689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T22:27:43-0300,2023-06-01T22:27:43-0300,2023-06-10T20:23:24-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854425896680689,Público amplo - Domingo,23854398236240689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T00:24:04-0300,2023-06-01T00:24:04-0300,2023-06-10T20:23:22-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854425090320689,Público amplo - Sábado,23854398236240689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T00:13:17-0300,2023-06-01T00:13:17-0300,2023-06-10T20:25:19-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854424747740689,Público amplo - Sexta,23854398236240689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-05-31T23:54:27-0300,2023-05-31T23:54:27-0300,2023-06-10T20:25:15-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854399303050689,Público amplo - Quinta,23854398236240689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-05-30T23:22:47-0300,2023-05-30T23:22:47-0300,2023-06-10T20:25:17-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854399179010689,Público amplo - Quarta,23854398236240689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-05-30T23:17:07-0300,2023-05-30T23:17:07-0300,2023-06-10T20:29:09-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854398236230689,Público amplo - Terça,23854398236240689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$162,00 BRL",2023-05-30T22:29:55-0300,2023-05-30T22:29:55-0300,2023-06-10T20:25:17-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854059784390689,Remarketing 365 Dias Instagram/Facebook,23854059784400689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$140,00 BRL",2023-05-17T23:02:45-0300,2023-05-17T23:02:45-0300,2023-05-17T23:02:45-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-05-29T00:00:04-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854057246380689,Público amplo,23854057246350689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$350,00 BRL",2023-05-17T20:49:58-0300,2023-05-17T20:49:58-0300,2023-05-20T18:28:57-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-05-29T00:00:04-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23853594221560689,Novo conjunto de anúncios de Tráfego,23853594221480689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,,,,2023-04-18T21:28:50-0300,2023-04-18T21:20:37-0300,2023-04-20T18:13:47-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-04-30T01:00:55-0300,actions:link_click,Not available
23853547091330689,Novo conjunto de anúncios de Tráfego,23853547091260689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,,,,2023-04-14T14:55:31-0300,2023-04-14T14:55:31-0300,2023-04-14T14:55:31-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-04-21T00:30:08-0300,actions:link_click,Not available
23853315703960689,DLL/Ge Burger Conver Conjunto de anúncios,23853315703970689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$100,00 BRL",2023-03-28T20:47:59-0300,2023-03-28T20:40:01-0300,2023-03-29T14:06:10-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-03-31T20:30:19-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23853311967730689,Novo conjunto de anúncios de Reconhecimento,23853311967470689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,,,,2023-03-28T14:36:42-0300,2023-03-28T14:36:42-0300,2023-03-28T14:36:42-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Reach),,,,2023-04-06T00:30:38-0300,reach,Not available
23853152883890689,Novo conjunto de anúncios de Tráfego,23853152883790689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LANDING_PAGE_VIEWS,,,,2023-03-14T15:19:57-0300,2023-03-14T15:19:57-0300,2023-03-17T13:25:37-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Landing page views),,,,2023-03-21T00:30:22-0300,actions:omni_landing_page_view,Not available
23853015680680689,Novo conjunto de anúncios de Tráfego,23853015680440689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LANDING_PAGE_VIEWS,,,,2023-03-01T19:34:40-0300,2023-03-01T19:28:26-0300,2023-03-14T14:27:26-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Landing page views),,,,2023-03-08T00:30:16-0300,actions:omni_landing_page_view,Not available
23852793408680689,Novo conjunto de anúncios de Tráfego - Promoção da Semana,23852793408530689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2023-02-08T13:44:09-0300,2023-02-08T13:44:09-0300,2023-02-23T16:54:19-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-02-28T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23852769969040689,Novo conjunto de anúncios de Tráfego - Terça,23852769968870689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2023-02-06T13:49:44-0300,2023-02-06T13:49:44-0300,2023-02-23T16:54:19-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-02-28T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23852741269400689,Novo conjunto de anúncios de Tráfego - Sexta,23852741269360689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2023-02-03T14:25:34-0300,2023-02-03T14:25:34-0300,2023-02-23T16:54:18-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-02-28T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23852729545610689,Novo conjunto de anúncios de Tráfego - Quinta,23852729545480689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2023-02-02T13:25:44-0300,2023-02-02T13:25:44-0300,2023-02-23T16:54:18-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-02-28T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23852722050290689,Novo conjunto de anúncios de Tráfego - Quarta,23852722050190689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2023-02-01T18:52:44-0300,2023-02-01T18:52:43-0300,2023-02-23T16:54:17-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-02-28T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
